facility_name,facility_id,state,measure_name,number_of_discharges,footnote,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,start_date,end_date
MISSISSIPPI BAPTIST MEDICAL CENTER,250102,MS,READM-30-CABG-HRRP,,nan,0.9402,9.3925,9.99,,2019-07-01,2022-06-30
MISSISSIPPI BAPTIST MEDICAL CENTER,250102,MS,READM-30-AMI-HRRP,216.0,nan,0.9852,13.3014,13.5013,28.0,2019-07-01,2022-06-30
ANDERSON REGIONAL MEDICAL CENTER,250104,MS,READM-30-PN-HRRP,380.0,nan,1.1066,18.6936,16.8921,78.0,2019-07-01,2022-06-30
ANDERSON REGIONAL MEDICAL CENTER,250104,MS,READM-30-HIP-KNEE-HRRP,,nan,0.8432,4.0291,4.7785,,2019-07-01,2022-06-30
ANDERSON REGIONAL MEDICAL CENTER,250104,MS,READM-30-HF-HRRP,305.0,nan,0.9257,19.3894,20.9459,54.0,2019-07-01,2022-06-30
ANDERSON REGIONAL MEDICAL CENTER,250104,MS,READM-30-COPD-HRRP,168.0,nan,1.0335,19.5505,18.9172,35.0,2019-07-01,2022-06-30
ANDERSON REGIONAL MEDICAL CENTER,250104,MS,READM-30-CABG-HRRP,111.0,nan,0.9911,11.9405,12.0477,13.0,2019-07-01,2022-06-30
ANDERSON REGIONAL MEDICAL CENTER,250104,MS,READM-30-AMI-HRRP,159.0,nan,0.9787,13.2353,13.524,20.0,2019-07-01,2022-06-30
HIGHLAND COMMUNITY  HOSPITAL,250117,MS,READM-30-PN-HRRP,125.0,nan,1.116,17.226,15.4357,29.0,2019-07-01,2022-06-30
HIGHLAND COMMUNITY  HOSPITAL,250117,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
HIGHLAND COMMUNITY  HOSPITAL,250117,MS,READM-30-HF-HRRP,71.0,nan,1.0325,19.5684,18.9523,16.0,2019-07-01,2022-06-30
HIGHLAND COMMUNITY  HOSPITAL,250117,MS,READM-30-COPD-HRRP,,nan,1.0172,18.6415,18.326,,2019-07-01,2022-06-30
HIGHLAND COMMUNITY  HOSPITAL,250117,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
HIGHLAND COMMUNITY  HOSPITAL,250117,MS,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
SINGING RIVER GULFPORT,250123,MS,READM-30-PN-HRRP,73.0,nan,1.0391,16.9521,16.3146,15.0,2019-07-01,2022-06-30
SINGING RIVER GULFPORT,250123,MS,READM-30-HIP-KNEE-HRRP,,nan,1.0355,4.727,4.5651,,2019-07-01,2022-06-30
SINGING RIVER GULFPORT,250123,MS,READM-30-HF-HRRP,72.0,nan,1.0745,19.7968,18.4234,19.0,2019-07-01,2022-06-30
SINGING RIVER GULFPORT,250123,MS,READM-30-COPD-HRRP,,nan,0.9527,17.1616,18.013,,2019-07-01,2022-06-30
SINGING RIVER GULFPORT,250123,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
SINGING RIVER GULFPORT,250123,MS,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MAGEE GENERAL HOSPITAL,250124,MS,READM-30-PN-HRRP,,nan,1.0156,12.8586,12.6613,,2019-07-01,2022-06-30
MAGEE GENERAL HOSPITAL,250124,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MAGEE GENERAL HOSPITAL,250124,MS,READM-30-HF-HRRP,,nan,1.0532,15.4562,14.6755,,2019-07-01,2022-06-30
MAGEE GENERAL HOSPITAL,250124,MS,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MAGEE GENERAL HOSPITAL,250124,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MAGEE GENERAL HOSPITAL,250124,MS,READM-30-AMI-HRRP,0.0,7.0,,,,,2019-07-01,2022-06-30
CHOCTAW HEALTH CENTER,250127,MS,READM-30-PN-HRRP,,1.0,,,,,2019-07-01,2022-06-30
CHOCTAW HEALTH CENTER,250127,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
CHOCTAW HEALTH CENTER,250127,MS,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
CHOCTAW HEALTH CENTER,250127,MS,READM-30-COPD-HRRP,,5.0,,,,,2019-07-01,2022-06-30
CHOCTAW HEALTH CENTER,250127,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
CHOCTAW HEALTH CENTER,250127,MS,READM-30-AMI-HRRP,,5.0,,,,,2019-07-01,2022-06-30
PANOLA MEDICAL CENTER,250128,MS,READM-30-PN-HRRP,,nan,1.0014,13.2692,13.2508,,2019-07-01,2022-06-30
PANOLA MEDICAL CENTER,250128,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
PANOLA MEDICAL CENTER,250128,MS,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
PANOLA MEDICAL CENTER,250128,MS,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
PANOLA MEDICAL CENTER,250128,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
PANOLA MEDICAL CENTER,250128,MS,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
WHITFIELD MEDICAL SURGICAL HOSPITAL,250134,MS,READM-30-PN-HRRP,,nan,0.9606,13.9508,14.5233,,2019-07-01,2022-06-30
WHITFIELD MEDICAL SURGICAL HOSPITAL,250134,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
WHITFIELD MEDICAL SURGICAL HOSPITAL,250134,MS,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
WHITFIELD MEDICAL SURGICAL HOSPITAL,250134,MS,READM-30-COPD-HRRP,0.0,7.0,,,,,2019-07-01,2022-06-30
WHITFIELD MEDICAL SURGICAL HOSPITAL,250134,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
WHITFIELD MEDICAL SURGICAL HOSPITAL,250134,MS,READM-30-AMI-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH WOMEN'S HOSPITAL,250136,MS,READM-30-PN-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH WOMEN'S HOSPITAL,250136,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH WOMEN'S HOSPITAL,250136,MS,READM-30-HF-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH WOMEN'S HOSPITAL,250136,MS,READM-30-COPD-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH WOMEN'S HOSPITAL,250136,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH WOMEN'S HOSPITAL,250136,MS,READM-30-AMI-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH RIVER OAKS,250138,MS,READM-30-PN-HRRP,97.0,nan,1.0342,14.2241,13.7541,16.0,2019-07-01,2022-06-30
MERIT HEALTH RIVER OAKS,250138,MS,READM-30-HIP-KNEE-HRRP,,nan,1.1829,5.0026,4.229,,2019-07-01,2022-06-30
MERIT HEALTH RIVER OAKS,250138,MS,READM-30-HF-HRRP,,nan,0.973,17.645,18.1341,,2019-07-01,2022-06-30
MERIT HEALTH RIVER OAKS,250138,MS,READM-30-COPD-HRRP,,nan,0.9594,15.1243,15.7649,,2019-07-01,2022-06-30
MERIT HEALTH RIVER OAKS,250138,MS,READM-30-CABG-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH RIVER OAKS,250138,MS,READM-30-AMI-HRRP,65.0,nan,1.0906,13.6486,12.5151,13.0,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL DESOTO,250141,MS,READM-30-PN-HRRP,503.0,nan,1.1636,20.1484,17.3157,112.0,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL DESOTO,250141,MS,READM-30-HIP-KNEE-HRRP,0.0,7.0,,,,,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL DESOTO,250141,MS,READM-30-HF-HRRP,670.0,nan,1.0712,22.1398,20.6683,153.0,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL DESOTO,250141,MS,READM-30-COPD-HRRP,185.0,nan,1.117,20.961,18.7659,46.0,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL DESOTO,250141,MS,READM-30-CABG-HRRP,101.0,nan,1.1159,11.8138,10.5866,15.0,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL DESOTO,250141,MS,READM-30-AMI-HRRP,172.0,nan,1.2387,17.0579,13.7706,40.0,2019-07-01,2022-06-30
ALLIANCE HEALTH CENTER,250151,MS,READM-30-PN-HRRP,,5.0,,,,,2019-07-01,2022-06-30
ALLIANCE HEALTH CENTER,250151,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
ALLIANCE HEALTH CENTER,250151,MS,READM-30-HF-HRRP,,5.0,,,,,2019-07-01,2022-06-30
ALLIANCE HEALTH CENTER,250151,MS,READM-30-COPD-HRRP,,5.0,,,,,2019-07-01,2022-06-30
ALLIANCE HEALTH CENTER,250151,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
ALLIANCE HEALTH CENTER,250151,MS,READM-30-AMI-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MISSISSIPPI METHODIST REHAB CTR,250152,MS,READM-30-PN-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MISSISSIPPI METHODIST REHAB CTR,250152,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MISSISSIPPI METHODIST REHAB CTR,250152,MS,READM-30-HF-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MISSISSIPPI METHODIST REHAB CTR,250152,MS,READM-30-COPD-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MISSISSIPPI METHODIST REHAB CTR,250152,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MISSISSIPPI METHODIST REHAB CTR,250152,MS,READM-30-AMI-HRRP,,5.0,,,,,2019-07-01,2022-06-30
OCHSNER MEDICAL CENTER-HANCOCK,250162,MS,READM-30-PN-HRRP,,nan,0.9577,13.815,14.4252,,2019-07-01,2022-06-30
OCHSNER MEDICAL CENTER-HANCOCK,250162,MS,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
OCHSNER MEDICAL CENTER-HANCOCK,250162,MS,READM-30-HF-HRRP,,nan,0.9905,18.4016,18.5781,,2019-07-01,2022-06-30
OCHSNER MEDICAL CENTER-HANCOCK,250162,MS,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
OCHSNER MEDICAL CENTER-HANCOCK,250162,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
OCHSNER MEDICAL CENTER-HANCOCK,250162,MS,READM-30-AMI-HRRP,,5.0,,,,,2019-07-01,2022-06-30
PATIENTS CHOICE MEDICAL CENTER OF SMITH COUNTY,250163,MS,READM-30-PN-HRRP,,5.0,,,,,2019-07-01,2022-06-30
PATIENTS CHOICE MEDICAL CENTER OF SMITH COUNTY,250163,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
PATIENTS CHOICE MEDICAL CENTER OF SMITH COUNTY,250163,MS,READM-30-HF-HRRP,,5.0,,,,,2019-07-01,2022-06-30
PATIENTS CHOICE MEDICAL CENTER OF SMITH COUNTY,250163,MS,READM-30-COPD-HRRP,,5.0,,,,,2019-07-01,2022-06-30
PATIENTS CHOICE MEDICAL CENTER OF SMITH COUNTY,250163,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
PATIENTS CHOICE MEDICAL CENTER OF SMITH COUNTY,250163,MS,READM-30-AMI-HRRP,,5.0,,,,,2019-07-01,2022-06-30
METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,250167,MS,READM-30-PN-HRRP,196.0,nan,1.0542,17.0507,16.174,37.0,2019-07-01,2022-06-30
METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,250167,MS,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,250167,MS,READM-30-HF-HRRP,153.0,nan,0.964,19.2312,19.9491,27.0,2019-07-01,2022-06-30
METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,250167,MS,READM-30-COPD-HRRP,,nan,1.0159,15.6229,15.3787,,2019-07-01,2022-06-30
METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,250167,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,250167,MS,READM-30-AMI-HRRP,,nan,1.017,11.3076,11.1183,,2019-07-01,2022-06-30
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,250168,MS,READM-30-PN-HRRP,107.0,nan,1.0424,16.0781,15.4243,20.0,2019-07-01,2022-06-30
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,250168,MS,READM-30-HIP-KNEE-HRRP,,nan,0.9868,4.145,4.2004,,2019-07-01,2022-06-30
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,250168,MS,READM-30-HF-HRRP,52.0,nan,1.0455,19.4023,18.5581,13.0,2019-07-01,2022-06-30
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,250168,MS,READM-30-COPD-HRRP,,nan,1.0357,19.7075,19.0274,,2019-07-01,2022-06-30
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,250168,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,250168,MS,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HIGHLAND HILLS MEDICAL CENTER,250172,MS,READM-30-PN-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HIGHLAND HILLS MEDICAL CENTER,250172,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
HIGHLAND HILLS MEDICAL CENTER,250172,MS,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HIGHLAND HILLS MEDICAL CENTER,250172,MS,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HIGHLAND HILLS MEDICAL CENTER,250172,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
HIGHLAND HILLS MEDICAL CENTER,250172,MS,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MERCY HOSPITAL JOPLIN,260001,MO,READM-30-PN-HRRP,412.0,nan,1.0599,18.9144,17.8452,82.0,2019-07-01,2022-06-30
MERCY HOSPITAL JOPLIN,260001,MO,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MERCY HOSPITAL JOPLIN,260001,MO,READM-30-HF-HRRP,324.0,nan,1.1021,23.2404,21.0871,82.0,2019-07-01,2022-06-30
MERCY HOSPITAL JOPLIN,260001,MO,READM-30-COPD-HRRP,114.0,nan,1.0456,20.2399,19.3579,26.0,2019-07-01,2022-06-30
MERCY HOSPITAL JOPLIN,260001,MO,READM-30-CABG-HRRP,,nan,1.1135,12.4426,11.1742,,2019-07-01,2022-06-30
MERCY HOSPITAL JOPLIN,260001,MO,READM-30-AMI-HRRP,142.0,nan,1.075,12.3781,11.515,21.0,2019-07-01,2022-06-30
SSM ST JOSEPH HEALTH CENTER,260005,MO,READM-30-PN-HRRP,163.0,nan,1.0664,18.1398,17.0104,34.0,2019-07-01,2022-06-30
SSM ST JOSEPH HEALTH CENTER,260005,MO,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
SSM ST JOSEPH HEALTH CENTER,260005,MO,READM-30-HF-HRRP,243.0,nan,0.9844,19.7688,20.0812,47.0,2019-07-01,2022-06-30
SSM ST JOSEPH HEALTH CENTER,260005,MO,READM-30-COPD-HRRP,79.0,nan,1.0679,22.1936,20.7831,22.0,2019-07-01,2022-06-30
SSM ST JOSEPH HEALTH CENTER,260005,MO,READM-30-CABG-HRRP,,1.0,,,,,2019-07-01,2022-06-30
SSM ST JOSEPH HEALTH CENTER,260005,MO,READM-30-AMI-HRRP,,nan,0.9545,12.9886,13.6081,,2019-07-01,2022-06-30
MOSAIC LIFE CARE AT ST JOSEPH,260006,MO,READM-30-PN-HRRP,887.0,nan,0.9709,17.4797,18.0035,153.0,2019-07-01,2022-06-30
MOSAIC LIFE CARE AT ST JOSEPH,260006,MO,READM-30-HIP-KNEE-HRRP,,nan,1.0207,5.9665,5.8457,,2019-07-01,2022-06-30
MOSAIC LIFE CARE AT ST JOSEPH,260006,MO,READM-30-HF-HRRP,542.0,nan,0.9169,19.1441,20.8798,98.0,2019-07-01,2022-06-30
MOSAIC LIFE CARE AT ST JOSEPH,260006,MO,READM-30-COPD-HRRP,300.0,nan,0.8978,17.9862,20.0335,47.0,2019-07-01,2022-06-30
MOSAIC LIFE CARE AT ST JOSEPH,260006,MO,READM-30-CABG-HRRP,180.0,nan,1.0029,11.0652,11.0327,20.0,2019-07-01,2022-06-30
MOSAIC LIFE CARE AT ST JOSEPH,260006,MO,READM-30-AMI-HRRP,293.0,nan,1.0453,14.2691,13.6501,44.0,2019-07-01,2022-06-30
BOTHWELL REGIONAL HEALTH CENTER,260009,MO,READM-30-PN-HRRP,144.0,nan,0.9444,14.4714,15.3231,17.0,2019-07-01,2022-06-30
BOTHWELL REGIONAL HEALTH CENTER,260009,MO,READM-30-HIP-KNEE-HRRP,,nan,0.9081,4.3464,4.786,,2019-07-01,2022-06-30
BOTHWELL REGIONAL HEALTH CENTER,260009,MO,READM-30-HF-HRRP,186.0,nan,1.0375,19.6624,18.951,39.0,2019-07-01,2022-06-30
BOTHWELL REGIONAL HEALTH CENTER,260009,MO,READM-30-COPD-HRRP,192.0,nan,0.9924,16.9181,17.0477,32.0,2019-07-01,2022-06-30
BOTHWELL REGIONAL HEALTH CENTER,260009,MO,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
BOTHWELL REGIONAL HEALTH CENTER,260009,MO,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
SSM HEALTH ST MARY'S HOSPITAL JEFFERSON CITY,260011,MO,READM-30-PN-HRRP,244.0,nan,1.0791,16.7391,15.5118,46.0,2019-07-01,2022-06-30
SSM HEALTH ST MARY'S HOSPITAL JEFFERSON CITY,260011,MO,READM-30-HIP-KNEE-HRRP,,nan,0.9531,4.0283,4.2266,,2019-07-01,2022-06-30
SSM HEALTH ST MARY'S HOSPITAL JEFFERSON CITY,260011,MO,READM-30-HF-HRRP,130.0,nan,1.0929,20.1142,18.405,32.0,2019-07-01,2022-06-30
SSM HEALTH ST MARY'S HOSPITAL JEFFERSON CITY,260011,MO,READM-30-COPD-HRRP,124.0,nan,1.0252,17.2802,16.8557,23.0,2019-07-01,2022-06-30
SSM HEALTH ST MARY'S HOSPITAL JEFFERSON CITY,260011,MO,READM-30-CABG-HRRP,,1.0,,,,,2019-07-01,2022-06-30
SSM HEALTH ST MARY'S HOSPITAL JEFFERSON CITY,260011,MO,READM-30-AMI-HRRP,68.0,nan,1.0773,12.421,11.5298,12.0,2019-07-01,2022-06-30
PHELPS COUNTY REGIONAL MEDICAL CENTER,260017,MO,READM-30-PN-HRRP,263.0,nan,1.0255,17.5934,17.1556,48.0,2019-07-01,2022-06-30
PHELPS COUNTY REGIONAL MEDICAL CENTER,260017,MO,READM-30-HIP-KNEE-HRRP,,nan,0.8923,4.1846,4.6898,,2019-07-01,2022-06-30
PHELPS COUNTY REGIONAL MEDICAL CENTER,260017,MO,READM-30-HF-HRRP,262.0,nan,0.9754,20.4871,21.0036,52.0,2019-07-01,2022-06-30
PHELPS COUNTY REGIONAL MEDICAL CENTER,260017,MO,READM-30-COPD-HRRP,120.0,nan,1.0251,19.49,19.0129,25.0,2019-07-01,2022-06-30
PHELPS COUNTY REGIONAL MEDICAL CENTER,260017,MO,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
PHELPS COUNTY REGIONAL MEDICAL CENTER,260017,MO,READM-30-AMI-HRRP,,nan,0.9297,13.0721,14.0606,,2019-07-01,2022-06-30
MERCY HOSPITAL ST LOUIS,260020,MO,READM-30-PN-HRRP,490.0,nan,1.0344,17.0761,16.509,86.0,2019-07-01,2022-06-30
MERCY HOSPITAL ST LOUIS,260020,MO,READM-30-HIP-KNEE-HRRP,,nan,0.7649,3.6529,4.7757,,2019-07-01,2022-06-30
MERCY HOSPITAL ST LOUIS,260020,MO,READM-30-HF-HRRP,738.0,nan,0.9615,18.7782,19.5292,136.0,2019-07-01,2022-06-30
MERCY HOSPITAL ST LOUIS,260020,MO,READM-30-COPD-HRRP,125.0,nan,1.026,19.4465,18.9534,26.0,2019-07-01,2022-06-30
MERCY HOSPITAL ST LOUIS,260020,MO,READM-30-CABG-HRRP,152.0,nan,1.121,13.6167,12.1472,24.0,2019-07-01,2022-06-30
MERCY HOSPITAL ST LOUIS,260020,MO,READM-30-AMI-HRRP,169.0,nan,1.0767,15.0,13.9318,29.0,2019-07-01,2022-06-30
NORTHEAST REGIONAL MEDICAL CENTER,260022,MO,READM-30-PN-HRRP,,nan,0.9138,16.2356,17.7662,,2019-07-01,2022-06-30
NORTHEAST REGIONAL MEDICAL CENTER,260022,MO,READM-30-HIP-KNEE-HRRP,,nan,0.9598,5.8734,6.1192,,2019-07-01,2022-06-30
NORTHEAST REGIONAL MEDICAL CENTER,260022,MO,READM-30-HF-HRRP,71.0,nan,1.0219,20.5096,20.0704,16.0,2019-07-01,2022-06-30
NORTHEAST REGIONAL MEDICAL CENTER,260022,MO,READM-30-COPD-HRRP,,nan,1.0223,20.411,19.965,,2019-07-01,2022-06-30
NORTHEAST REGIONAL MEDICAL CENTER,260022,MO,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
NORTHEAST REGIONAL MEDICAL CENTER,260022,MO,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MERCY HOSPITAL JEFFERSON,260023,MO,READM-30-PN-HRRP,248.0,nan,0.9385,16.6803,17.7737,37.0,2019-07-01,2022-06-30
MERCY HOSPITAL JEFFERSON,260023,MO,READM-30-HIP-KNEE-HRRP,,nan,1.1246,5.5961,4.9762,,2019-07-01,2022-06-30
MERCY HOSPITAL JEFFERSON,260023,MO,READM-30-HF-HRRP,326.0,nan,1.019,21.6904,21.2854,72.0,2019-07-01,2022-06-30
MERCY HOSPITAL JEFFERSON,260023,MO,READM-30-COPD-HRRP,127.0,nan,1.0335,21.0967,20.4126,29.0,2019-07-01,2022-06-30
MERCY HOSPITAL JEFFERSON,260023,MO,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MERCY HOSPITAL JEFFERSON,260023,MO,READM-30-AMI-HRRP,124.0,nan,1.0607,14.5859,13.751,21.0,2019-07-01,2022-06-30
TEXAS COUNTY MEMORIAL HOSPITAL,260024,MO,READM-30-PN-HRRP,109.0,nan,0.957,13.6738,14.2881,12.0,2019-07-01,2022-06-30
TEXAS COUNTY MEMORIAL HOSPITAL,260024,MO,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
TEXAS COUNTY MEMORIAL HOSPITAL,260024,MO,READM-30-HF-HRRP,38.0,nan,1.0771,18.8619,17.511,12.0,2019-07-01,2022-06-30
TEXAS COUNTY MEMORIAL HOSPITAL,260024,MO,READM-30-COPD-HRRP,,nan,1.0386,15.5475,14.9699,,2019-07-01,2022-06-30
TEXAS COUNTY MEMORIAL HOSPITAL,260024,MO,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
TEXAS COUNTY MEMORIAL HOSPITAL,260024,MO,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HANNIBAL REGIONAL HOSPITAL,260025,MO,READM-30-PN-HRRP,293.0,nan,1.0871,18.5068,17.0238,60.0,2019-07-01,2022-06-30
HANNIBAL REGIONAL HOSPITAL,260025,MO,READM-30-HIP-KNEE-HRRP,,nan,1.0875,7.3156,6.7272,,2019-07-01,2022-06-30
HANNIBAL REGIONAL HOSPITAL,260025,MO,READM-30-HF-HRRP,245.0,nan,1.1207,22.5708,20.1398,63.0,2019-07-01,2022-06-30
HANNIBAL REGIONAL HOSPITAL,260025,MO,READM-30-COPD-HRRP,186.0,nan,1.1097,20.5301,18.5001,45.0,2019-07-01,2022-06-30
HANNIBAL REGIONAL HOSPITAL,260025,MO,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
HANNIBAL REGIONAL HOSPITAL,260025,MO,READM-30-AMI-HRRP,,nan,0.9226,11.9684,12.9724,,2019-07-01,2022-06-30
RESEARCH MEDICAL CENTER,260027,MO,READM-30-PN-HRRP,146.0,nan,1.0091,17.3807,17.2239,26.0,2019-07-01,2022-06-30
RESEARCH MEDICAL CENTER,260027,MO,READM-30-HIP-KNEE-HRRP,,nan,1.4795,7.0099,4.7381,,2019-07-01,2022-06-30
RESEARCH MEDICAL CENTER,260027,MO,READM-30-HF-HRRP,166.0,nan,0.9809,21.2753,21.6897,34.0,2019-07-01,2022-06-30
RESEARCH MEDICAL CENTER,260027,MO,READM-30-COPD-HRRP,51.0,nan,1.0188,19.1987,18.8453,11.0,2019-07-01,2022-06-30
RESEARCH MEDICAL CENTER,260027,MO,READM-30-CABG-HRRP,,nan,1.029,12.6302,12.2747,,2019-07-01,2022-06-30
RESEARCH MEDICAL CENTER,260027,MO,READM-30-AMI-HRRP,95.0,nan,1.1021,15.8934,14.4207,20.0,2019-07-01,2022-06-30
BARNES JEWISH HOSPITAL,260032,MO,READM-30-PN-HRRP,327.0,nan,1.0795,21.254,19.689,75.0,2019-07-01,2022-06-30
BARNES JEWISH HOSPITAL,260032,MO,READM-30-HIP-KNEE-HRRP,,nan,0.8707,5.2533,6.0337,,2019-07-01,2022-06-30
BARNES JEWISH HOSPITAL,260032,MO,READM-30-HF-HRRP,671.0,nan,1.1306,25.104,22.2037,177.0,2019-07-01,2022-06-30
BARNES JEWISH HOSPITAL,260032,MO,READM-30-COPD-HRRP,169.0,nan,0.9697,21.3532,22.0205,34.0,2019-07-01,2022-06-30
BARNES JEWISH HOSPITAL,260032,MO,READM-30-CABG-HRRP,104.0,nan,0.9535,12.8641,13.4915,12.0,2019-07-01,2022-06-30
BARNES JEWISH HOSPITAL,260032,MO,READM-30-AMI-HRRP,222.0,nan,0.9874,16.5068,16.7182,36.0,2019-07-01,2022-06-30
BATES COUNTY MEMORIAL HOSPITAL,260034,MO,READM-30-PN-HRRP,,nan,1.0355,16.9128,16.3335,,2019-07-01,2022-06-30
BATES COUNTY MEMORIAL HOSPITAL,260034,MO,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
BATES COUNTY MEMORIAL HOSPITAL,260034,MO,READM-30-HF-HRRP,,nan,0.9607,18.9762,19.7523,,2019-07-01,2022-06-30
BATES COUNTY MEMORIAL HOSPITAL,260034,MO,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
BATES COUNTY MEMORIAL HOSPITAL,260034,MO,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
