facility_name,facility_id,state,measurename,numberofdischarges,footnote,excessreadmissionratio,predictedreadmissionrate,expectedreadmissionrate,numberofreadmissions,start_date,end_date
JEFFERSON STRATFORD HOSPITAL,310086,NJ,READM-30-HIP-KNEE-HRRP,640.0,nan,0.9939,4.0795,4.1045,26.0,2017-07-01,2019-12-01
JEFFERSON STRATFORD HOSPITAL,310086,NJ,READM-30-PN-HRRP,807.0,nan,1.0246,17.2538,16.8394,141.0,2017-07-01,2019-12-01
SALEM MEDICAL CENTER,310091,NJ,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
SALEM MEDICAL CENTER,310091,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
SALEM MEDICAL CENTER,310091,NJ,READM-30-COPD-HRRP,198.0,nan,0.9935,21.5179,21.6588,42.0,2017-07-01,2019-12-01
SALEM MEDICAL CENTER,310091,NJ,READM-30-HF-HRRP,188.0,nan,0.9412,20.1892,21.4513,34.0,2017-07-01,2019-12-01
SALEM MEDICAL CENTER,310091,NJ,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
SALEM MEDICAL CENTER,310091,NJ,READM-30-PN-HRRP,153.0,nan,0.9875,16.9323,17.1468,25.0,2017-07-01,2019-12-01
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,READM-30-COPD-HRRP,71.0,nan,1.0168,19.0551,18.7399,15.0,2017-07-01,2019-12-01
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,READM-30-HF-HRRP,136.0,nan,1.0033,23.3633,23.2856,32.0,2017-07-01,2019-12-01
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,READM-30-PN-HRRP,157.0,nan,1.0169,18.9559,18.6415,31.0,2017-07-01,2019-12-01
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,READM-30-AMI-HRRP,,nan,0.9781,16.9822,17.3623,,2017-07-01,2019-12-01
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,READM-30-CABG-HRRP,,1.0,,,,,2017-07-01,2019-12-01
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,READM-30-COPD-HRRP,67.0,nan,1.0064,24.465,24.3101,17.0,2017-07-01,2019-12-01
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,READM-30-HF-HRRP,229.0,nan,1.0862,27.1435,24.9903,68.0,2017-07-01,2019-12-01
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,READM-30-PN-HRRP,167.0,nan,1.0277,19.729,19.1967,35.0,2017-07-01,2019-12-01
JFK MEDICAL CENTER,310108,NJ,READM-30-AMI-HRRP,238.0,nan,1.0039,16.2893,16.2259,39.0,2017-07-01,2019-12-01
JFK MEDICAL CENTER,310108,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
JFK MEDICAL CENTER,310108,NJ,READM-30-COPD-HRRP,384.0,nan,1.0235,19.0004,18.5638,75.0,2017-07-01,2019-12-01
JFK MEDICAL CENTER,310108,NJ,READM-30-HF-HRRP,673.0,nan,1.0819,23.1432,21.3911,161.0,2017-07-01,2019-12-01
JFK MEDICAL CENTER,310108,NJ,READM-30-HIP-KNEE-HRRP,212.0,nan,1.1981,5.0815,4.2415,14.0,2017-07-01,2019-12-01
JFK MEDICAL CENTER,310108,NJ,READM-30-PN-HRRP,1097.0,nan,1.0779,18.9163,17.5492,213.0,2017-07-01,2019-12-01
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,READM-30-AMI-HRRP,,nan,0.9524,16.9894,17.838,,2017-07-01,2019-12-01
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,READM-30-COPD-HRRP,273.0,nan,1.0723,20.4394,19.0612,62.0,2017-07-01,2019-12-01
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,READM-30-HF-HRRP,465.0,nan,1.0688,23.7694,22.2392,115.0,2017-07-01,2019-12-01
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,READM-30-HIP-KNEE-HRRP,,nan,0.8982,4.1678,4.64,,2017-07-01,2019-12-01
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,READM-30-PN-HRRP,417.0,nan,0.9845,15.6137,15.86,64.0,2017-07-01,2019-12-01
CENTRASTATE MEDICAL CENTER,310111,NJ,READM-30-AMI-HRRP,68.0,nan,0.9864,17.3904,17.6293,11.0,2017-07-01,2019-12-01
CENTRASTATE MEDICAL CENTER,310111,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
CENTRASTATE MEDICAL CENTER,310111,NJ,READM-30-COPD-HRRP,415.0,nan,0.9431,17.3752,18.424,67.0,2017-07-01,2019-12-01
CENTRASTATE MEDICAL CENTER,310111,NJ,READM-30-HF-HRRP,659.0,nan,0.9448,20.1369,21.3128,129.0,2017-07-01,2019-12-01
CENTRASTATE MEDICAL CENTER,310111,NJ,READM-30-HIP-KNEE-HRRP,221.0,nan,1.0471,4.604,4.397,11.0,2017-07-01,2019-12-01
CENTRASTATE MEDICAL CENTER,310111,NJ,READM-30-PN-HRRP,806.0,nan,0.9885,15.4856,15.6653,124.0,2017-07-01,2019-12-01
BAYSHORE MEDICAL CENTER,310112,NJ,READM-30-AMI-HRRP,93.0,nan,0.9997,20.4476,20.4529,19.0,2017-07-01,2019-12-01
BAYSHORE MEDICAL CENTER,310112,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
BAYSHORE MEDICAL CENTER,310112,NJ,READM-30-COPD-HRRP,362.0,nan,1.0652,21.0783,19.7887,82.0,2017-07-01,2019-12-01
BAYSHORE MEDICAL CENTER,310112,NJ,READM-30-HF-HRRP,452.0,nan,1.0883,24.8286,22.8133,118.0,2017-07-01,2019-12-01
BAYSHORE MEDICAL CENTER,310112,NJ,READM-30-HIP-KNEE-HRRP,,nan,1.1614,5.4276,4.6732,,2017-07-01,2019-12-01
BAYSHORE MEDICAL CENTER,310112,NJ,READM-30-PN-HRRP,562.0,nan,1.0361,19.1066,18.441,110.0,2017-07-01,2019-12-01
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,READM-30-AMI-HRRP,85.0,nan,1.0291,19.0841,18.5441,18.0,2017-07-01,2019-12-01
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,READM-30-COPD-HRRP,258.0,nan,0.9306,19.1567,20.5851,43.0,2017-07-01,2019-12-01
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,READM-30-HF-HRRP,476.0,nan,0.9377,21.6988,23.1395,99.0,2017-07-01,2019-12-01
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,READM-30-HIP-KNEE-HRRP,,nan,0.9727,4.6634,4.7943,,2017-07-01,2019-12-01
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,READM-30-PN-HRRP,402.0,nan,0.9133,16.0405,17.5625,58.0,2017-07-01,2019-12-01
HACKETTSTOWN MEDICAL CENTER,310115,NJ,READM-30-AMI-HRRP,,nan,0.9956,16.4832,16.5566,,2017-07-01,2019-12-01
HACKETTSTOWN MEDICAL CENTER,310115,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
HACKETTSTOWN MEDICAL CENTER,310115,NJ,READM-30-COPD-HRRP,97.0,nan,0.9954,17.942,18.0253,17.0,2017-07-01,2019-12-01
HACKETTSTOWN MEDICAL CENTER,310115,NJ,READM-30-HF-HRRP,335.0,nan,0.9605,18.9768,19.7578,61.0,2017-07-01,2019-12-01
HACKETTSTOWN MEDICAL CENTER,310115,NJ,READM-30-HIP-KNEE-HRRP,,nan,0.9769,3.8952,3.9875,,2017-07-01,2019-12-01
HACKETTSTOWN MEDICAL CENTER,310115,NJ,READM-30-PN-HRRP,305.0,nan,0.979,14.9127,15.2326,44.0,2017-07-01,2019-12-01
HUDSON REGIONAL HOSPITAL,310118,NJ,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
HUDSON REGIONAL HOSPITAL,310118,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
HUDSON REGIONAL HOSPITAL,310118,NJ,READM-30-COPD-HRRP,57.0,nan,1.0849,22.0527,20.3278,20.0,2017-07-01,2019-12-01
HUDSON REGIONAL HOSPITAL,310118,NJ,READM-30-HF-HRRP,76.0,nan,1.0552,24.117,22.8548,22.0,2017-07-01,2019-12-01
HUDSON REGIONAL HOSPITAL,310118,NJ,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
HUDSON REGIONAL HOSPITAL,310118,NJ,READM-30-PN-HRRP,90.0,nan,1.1441,18.1044,15.8237,26.0,2017-07-01,2019-12-01
THE UNIVERSITY HOSPITAL,310119,NJ,READM-30-AMI-HRRP,,nan,1.053,19.8782,18.8772,,2017-07-01,2019-12-01
THE UNIVERSITY HOSPITAL,310119,NJ,READM-30-CABG-HRRP,0.0,7.0,,,,,2017-07-01,2019-12-01
THE UNIVERSITY HOSPITAL,310119,NJ,READM-30-COPD-HRRP,,nan,1.0098,22.5997,22.3806,,2017-07-01,2019-12-01
THE UNIVERSITY HOSPITAL,310119,NJ,READM-30-HF-HRRP,61.0,nan,1.0894,24.8972,22.8542,21.0,2017-07-01,2019-12-01
THE UNIVERSITY HOSPITAL,310119,NJ,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
THE UNIVERSITY HOSPITAL,310119,NJ,READM-30-PN-HRRP,61.0,nan,1.0447,19.2444,18.4204,15.0,2017-07-01,2019-12-01
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,READM-30-AMI-HRRP,,nan,0.9486,19.0093,20.0396,,2017-07-01,2019-12-01
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,READM-30-COPD-HRRP,109.0,nan,1.0158,20.7193,20.397,24.0,2017-07-01,2019-12-01
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,READM-30-HF-HRRP,197.0,nan,0.9849,21.3237,21.6513,41.0,2017-07-01,2019-12-01
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,READM-30-HIP-KNEE-HRRP,342.0,nan,1.1852,5.2433,4.424,21.0,2017-07-01,2019-12-01
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,READM-30-PN-HRRP,333.0,nan,0.9578,16.2476,16.9628,51.0,2017-07-01,2019-12-01
UNM HOSPITAL,320001,NM,READM-30-AMI-HRRP,,nan,0.9625,13.536,14.0632,,2017-07-01,2019-12-01
UNM HOSPITAL,320001,NM,READM-30-CABG-HRRP,,1.0,,,,,2017-07-01,2019-12-01
UNM HOSPITAL,320001,NM,READM-30-COPD-HRRP,,nan,0.9305,19.8061,21.2851,,2017-07-01,2019-12-01
UNM HOSPITAL,320001,NM,READM-30-HF-HRRP,163.0,nan,0.8501,19.4038,22.8246,21.0,2017-07-01,2019-12-01
UNM HOSPITAL,320001,NM,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
UNM HOSPITAL,320001,NM,READM-30-PN-HRRP,143.0,nan,0.9497,17.3073,18.2242,21.0,2017-07-01,2019-12-01
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-AMI-HRRP,239.0,nan,0.8611,10.9931,12.7663,18.0,2017-07-01,2019-12-01
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-COPD-HRRP,144.0,nan,0.8777,16.0336,18.2675,12.0,2017-07-01,2019-12-01
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-HF-HRRP,220.0,nan,0.8094,17.0695,21.0895,24.0,2017-07-01,2019-12-01
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-HIP-KNEE-HRRP,,nan,0.8372,3.0156,3.6019,,2017-07-01,2019-12-01
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-PN-HRRP,324.0,nan,0.821,12.1957,14.8542,26.0,2017-07-01,2019-12-01
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-COPD-HRRP,,nan,1.0112,17.733,17.5362,,2017-07-01,2019-12-01
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-HF-HRRP,,nan,0.9527,18.666,19.593,,2017-07-01,2019-12-01
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-PN-HRRP,,nan,0.9776,14.2615,14.5876,,2017-07-01,2019-12-01
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-AMI-HRRP,,nan,0.9365,13.9685,14.9158,,2017-07-01,2019-12-01
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-COPD-HRRP,105.0,nan,0.9619,17.5066,18.1998,15.0,2017-07-01,2019-12-01
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-HF-HRRP,110.0,nan,0.9676,19.1993,19.8429,19.0,2017-07-01,2019-12-01
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-HIP-KNEE-HRRP,,nan,0.9422,4.5096,4.7863,,2017-07-01,2019-12-01
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-PN-HRRP,172.0,nan,0.9513,16.0324,16.8537,24.0,2017-07-01,2019-12-01
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,READM-30-AMI-HRRP,208.0,nan,0.8878,11.8863,13.3884,18.0,2017-07-01,2019-12-01
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,READM-30-COPD-HRRP,320.0,nan,0.9208,17.2452,18.7291,48.0,2017-07-01,2019-12-01
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,READM-30-HF-HRRP,335.0,nan,0.9273,18.1449,19.5672,56.0,2017-07-01,2019-12-01
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,READM-30-HIP-KNEE-HRRP,370.0,nan,1.2571,5.1065,4.0622,23.0,2017-07-01,2019-12-01
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,READM-30-PN-HRRP,417.0,nan,0.9898,16.2412,16.4078,67.0,2017-07-01,2019-12-01
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-AMI-HRRP,108.0,nan,0.9647,15.8676,16.4488,15.0,2017-07-01,2019-12-01
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-COPD-HRRP,130.0,nan,0.9615,17.2032,17.8923,19.0,2017-07-01,2019-12-01
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-HF-HRRP,194.0,nan,1.0225,22.435,21.9415,45.0,2017-07-01,2019-12-01
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-HIP-KNEE-HRRP,,nan,0.9672,3.4489,3.5658,,2017-07-01,2019-12-01
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-PN-HRRP,172.0,nan,0.9251,14.8032,16.0023,20.0,2017-07-01,2019-12-01
LOVELACE MEDICAL CENTER,320009,NM,READM-30-AMI-HRRP,447.0,nan,0.9587,13.5152,14.0969,58.0,2017-07-01,2019-12-01
LOVELACE MEDICAL CENTER,320009,NM,READM-30-CABG-HRRP,139.0,nan,0.9012,10.9239,12.1215,13.0,2017-07-01,2019-12-01
LOVELACE MEDICAL CENTER,320009,NM,READM-30-COPD-HRRP,79.0,nan,1.0012,18.8471,18.8238,15.0,2017-07-01,2019-12-01
LOVELACE MEDICAL CENTER,320009,NM,READM-30-HF-HRRP,419.0,nan,1.022,21.3786,20.9192,91.0,2017-07-01,2019-12-01
LOVELACE MEDICAL CENTER,320009,NM,READM-30-HIP-KNEE-HRRP,,nan,0.9409,3.369,3.5806,,2017-07-01,2019-12-01
LOVELACE MEDICAL CENTER,320009,NM,READM-30-PN-HRRP,223.0,nan,1.0201,16.4066,16.0838,38.0,2017-07-01,2019-12-01
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-COPD-HRRP,58.0,nan,1.0196,17.8086,17.4655,12.0,2017-07-01,2019-12-01
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-HF-HRRP,,nan,0.937,20.0776,21.4281,,2017-07-01,2019-12-01
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-HIP-KNEE-HRRP,,nan,1.2131,4.6958,3.8708,,2017-07-01,2019-12-01
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-PN-HRRP,,nan,0.9167,12.9437,14.1206,,2017-07-01,2019-12-01
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-COPD-HRRP,,nan,0.9803,16.7159,17.0515,,2017-07-01,2019-12-01
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-HF-HRRP,,nan,1.0134,17.1288,16.9015,,2017-07-01,2019-12-01
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-HIP-KNEE-HRRP,,nan,0.8711,3.145,3.6102,,2017-07-01,2019-12-01
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-PN-HRRP,97.0,nan,0.9783,12.8688,13.1546,11.0,2017-07-01,2019-12-01
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-AMI-HRRP,146.0,nan,1.0669,15.2221,14.2673,26.0,2017-07-01,2019-12-01
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-CABG-HRRP,,1.0,,,,,2017-07-01,2019-12-01
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-COPD-HRRP,138.0,nan,0.9993,20.336,20.3504,28.0,2017-07-01,2019-12-01
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-HF-HRRP,204.0,nan,0.955,20.0965,21.0432,38.0,2017-07-01,2019-12-01
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-HIP-KNEE-HRRP,,nan,0.9969,4.0451,4.0579,,2017-07-01,2019-12-01
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-PN-HRRP,318.0,nan,1.0595,16.938,15.9864,58.0,2017-07-01,2019-12-01
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-AMI-HRRP,453.0,nan,1.0456,13.5675,12.9756,64.0,2017-07-01,2019-12-01
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-CABG-HRRP,96.0,nan,1.1008,12.471,11.3287,14.0,2017-07-01,2019-12-01
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-COPD-HRRP,316.0,nan,0.9311,17.1414,18.4107,48.0,2017-07-01,2019-12-01
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-HF-HRRP,692.0,nan,0.8757,18.4322,21.0479,119.0,2017-07-01,2019-12-01
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-HIP-KNEE-HRRP,1041.0,nan,0.9909,3.6659,3.6998,38.0,2017-07-01,2019-12-01
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-PN-HRRP,787.0,nan,0.882,13.689,15.5211,99.0,2017-07-01,2019-12-01
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-COPD-HRRP,126.0,nan,0.938,17.0908,18.2202,16.0,2017-07-01,2019-12-01
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-HF-HRRP,,nan,0.9398,19.4744,20.7219,,2017-07-01,2019-12-01
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-PN-HRRP,188.0,nan,0.8807,14.3337,16.2757,18.0,2017-07-01,2019-12-01
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-COPD-HRRP,,nan,1.0036,15.8259,15.7693,,2017-07-01,2019-12-01
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-HF-HRRP,,1.0,,,,,2017-07-01,2019-12-01
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-HIP-KNEE-HRRP,,nan,1.0074,3.8358,3.8075,,2017-07-01,2019-12-01
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-PN-HRRP,65.0,nan,1.0308,13.7581,13.3473,11.0,2017-07-01,2019-12-01
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-COPD-HRRP,,1.0,,,,,2017-07-01,2019-12-01
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-HF-HRRP,,1.0,,,,,2017-07-01,2019-12-01
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-PN-HRRP,,nan,0.9507,13.3205,14.0109,,2017-07-01,2019-12-01
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-COPD-HRRP,,nan,0.9815,14.5476,14.8216,,2017-07-01,2019-12-01
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-HF-HRRP,74.0,nan,1.0333,20.1109,19.4636,17.0,2017-07-01,2019-12-01
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-PN-HRRP,166.0,nan,0.9373,15.4241,16.4561,21.0,2017-07-01,2019-12-01
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-AMI-HRRP,,5.0,,,,,2017-07-01,2019-12-01
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-COPD-HRRP,,5.0,,,,,2017-07-01,2019-12-01
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-HF-HRRP,,5.0,,,,,2017-07-01,2019-12-01
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-PN-HRRP,0.0,7.0,,,,,2017-07-01,2019-12-01
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-AMI-HRRP,,5.0,,,,,2017-07-01,2019-12-01
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-COPD-HRRP,,5.0,,,,,2017-07-01,2019-12-01
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-HF-HRRP,,5.0,,,,,2017-07-01,2019-12-01
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-PN-HRRP,0.0,7.0,,,,,2017-07-01,2019-12-01
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-COPD-HRRP,,1.0,,,,,2017-07-01,2019-12-01
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-HF-HRRP,48.0,nan,1.0646,20.8025,19.5404,14.0,2017-07-01,2019-12-01
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-PN-HRRP,86.0,nan,1.0131,12.939,12.772,12.0,2017-07-01,2019-12-01
